station no.,station name,latitude,longitude,altitude,meanSpeed-10m,meanSpeed-100m,scaleFactor,startTime,meanRes,Observations,meanDuration,highWindFrac,closestZone,distanceToZone,distanceToCentroid,inZone
078015,NHILL AERODROME                         ,-36.3093,141.6486,138.9,4.572485952856238,7.3155065,1.599896978078803,2003-06-12 11:30:00,29.9999137,344025.0,43.90476190476191,0.0183899046474778,28,0.0,158.0104302542047,True
078018,KELLALAC (WARRACKNABEAL AIRPORT)        ,-36.3204,142.4161,118.3,5.013349961377038,7.216289,1.439414582867936,2016-12-08 15:00:00,29.99919008333333,110452.0,12.090909090909092,0.0110367221071292,28,0.0,86.53906203330594,True
079028,LONGERENONG                             ,-36.6722,142.2991,133.0,4.294879330112661,7.2650747,1.6915666707983763,1997-05-01 10:00:00,29.99993403333333,446034.0,73.57142857142857,0.0197441977967913,28,0.0,79.00255827935077,True
079097,KANAGULK                                ,-37.1169,141.8031,188.8,3.7338954740446098,7.6156607,2.039601997527274,2004-05-22 10:00:00,29.99990938333333,326555.0,73.81818181818181,0.054224150673782,28,17.06057250626218,127.62034762844694,False
079100,HORSHAM AERODROME                       ,-36.6699,142.1733,133.8,5.104634992719305,7.1194725,1.3947074597530575,1997-10-16 14:00:00,29.999597116666667,415621.0,25.8125,0.0076646841687054,28,0.0,92.03188946330914,True
079101,PYRENEES (BEN NEVIS)                    ,-37.2281,143.2005,875.0,5.212790615085749,10.447852,2.004272357395028,2007-12-19 10:30:00,29.9996647,264373.0,76.02631578947368,0.1477510687940357,28,0.0,32.8813393534058,True
079103,GRAMPIANS (MOUNT WILLIAM)               ,-37.295,142.6039,1150.0,7.206909354304937,12.2171545,1.6952002449664394,2005-12-13 15:30:00,29.9997037,293050.0,76.44791666666667,0.2035735663760307,28,0.0,44.80124455204108,True
079105,STAWELL AERODROME                       ,-37.072,142.7402,235.4,3.459596840272149,6.538388,1.8899276642034395,1996-02-11 12:00:00,29.999811,453236.0,77.26086956521739,0.0315932536597904,28,0.0,23.455844583121905,True
080128,CHARLTON                                ,-36.2846,143.3341,131.7,3.2836715310529,6.930858,2.1107038477143383,2004-07-15 17:30:00,29.999908666666663,325080.0,70.0,0.0447463802077522,28,29.123937791894953,79.22180505279707,False
081123,BENDIGO AIRPORT                         ,-36.7411,144.3274,209.2,3.6149676885883455,5.8997536,1.6320349388407698,1994-01-06 17:00:00,29.84344456666667,404348.0,28.857142857142858,0.015968258141943,28,47.20851225846312,155.5027368517212,False
086038,ESSENDON AIRPORT                        ,-37.7276,144.9066,78.4,4.848733258884274,5.988158,1.2349943596177737,1999-05-31 11:00:00,29.665745666666663,351166.0,17.7,0.0052871827080166,28,47.90313257995047,226.439462863342,False
086282,MELBOURNE AIRPORT                       ,-37.6654,144.8322,113.4,4.968562126287974,6.9967537,1.4082049322897865,1970-07-01 11:00:00,29.9997082,430063.0,88.58823529411765,0.0233128552181763,28,40.61085676165025,216.96234383444425,False
087031,LAVERTON RAAF                           ,-37.8565,144.7565,20.1,4.643622251627947,6.3229313,1.361637736027339,1993-12-01 04:00:00,29.997610566666665,436019.0,36.642857142857146,0.0065009820208921,28,40.97377736235763,214.1389994839905,False
087168,SHE OAKS                                ,-37.9075,144.1303,236.7,4.071130475627566,7.5040126,1.8432257648361248,1991-09-01 09:00:00,29.99994585,517671.0,118.33333333333331,0.036484074399139,28,2.85511644305553,152.84744536913723,False
088051,REDESDALE                               ,-37.0194,144.5203,290.0,3.622106140298313,6.6952853,1.848450890434305,1994-11-07 12:30:00,29.9994582,393591.0,61.26923076923077,0.019100786596261,28,42.94025557720251,174.7341555482494,False
089002,BALLARAT AERODROME                      ,-37.5127,143.7911,435.2,5.3527421787950935,8.226118,1.5368044663829223,2000-07-24 13:00:00,29.99992465,391385.0,43.28,0.032492429470692,28,0.0,102.93935812037165,True
089105,LOOKOUT HILL                            ,-37.2822,143.2469,965.0,5.520951312389385,10.3402605,1.8729128225550609,1992-02-13 09:00:00,29.99966253333333,225653.0,137.27272727272728,0.166020781994909,28,0.0,39.82581818932168,True
089112,WESTMERE                                ,-37.7067,142.9378,226.0,4.261647820483183,7.7744107,1.8242733919196623,2006-02-09 13:00:00,29.99970095,297983.0,59.10344827586207,0.0389128308538752,28,8.691066101981212,59.73381339267618,False
